YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
tWP-joU5MU8,tWP-joU5MU8_1,"A spacious plaza featuring traditional architecture, including a mosque-like building. People walk across the plaza, and a bicycle rider moves through the crowd.",525,1410,30,92.0,2760
-ULEy3IIoHA,-ULEy3IIoHA_0,"An illuminated cave with vibrant colored lighting and rock formations. The scene remains static, with no movement or changes observed.",30,1836,30,63.03,1891
cLBGBq7FzX0,cLBGBq7FzX0_3,A tranquil and misty landscape with concrete terraces and barren trees. One individual moves closer to the camera while the other remains still.,2010,2481,30,107.73,3232
cLBGBq7FzX0,cLBGBq7FzX0_4,"A serene and ethereal landscape with stone stairs and a misty statue. The mist envelops the mountains, and the lighting subtly brightens.",2828,3104,30,107.73,3232
cLBGBq7FzX0,cLBGBq7FzX0_0,"A desolate extraterrestrial landscape with a man in a hat. The man remains stationary, and the blurred figures and tower do not change.",30,230,30,107.73,3232
cLBGBq7FzX0,cLBGBq7FzX0_1,"A tranquil outdoor scene at a historical stone structure. People walk along the edge, gather in groups, sit, and take photographs.",303,1356,30,107.73,3232
cLBGBq7FzX0,cLBGBq7FzX0_2,A tranquil scene with people on a rocky overlook and a foggy valley below. People engage in conversation and make slight movements.,1449,1731,30,107.73,3232
gsE26qo-hGs,gsE26qo-hGs_0,"A lively shopping mall with modern architecture and a bustling atmosphere. People walk, converse, browse stores, and new individuals enter the scene, while a person in a red top moves across the foreground.",30,1128,30,60.0,1800
gz-G12fdjPI,gz-G12fdjPI_0,"A vast urban landscape viewed from a high vantage point. The buildings remain stationary, and there is no movement from objects or people.",396,465,30,60.6,1818
gz-G12fdjPI,gz-G12fdjPI_1,"A character stands at the top of a spiraling staircase overlooking an arid landscape. The character remains stationary, and the scene does not change.",537,857,30,60.6,1818
gz-G12fdjPI,gz-G12fdjPI_2,"A densely packed residential area viewed from an elevated perspective. A person clings to the edge of a cylindrical structure, remaining stationary.",1263,1327,30,60.6,1818
URSydBbHdlE,URSydBbHdlE_0,A static interior scene of a uniquely designed building. There are no movements or changes in the scene.,27,6007,30,210.27,6308
mWt1NXVH67o,mWt1NXVH67o_3,"A calm airplane cabin scene at night with subdued lighting. Passengers sit quietly, some reading while others rest or sleep; overhead lights dim slightly.",1017,1128,30,60.0,1800
mWt1NXVH67o,mWt1NXVH67o_4,"An airplane cabin scene at night with a passenger using a laptop. The cabin lighting dims, then shifts to a warmer glow as the external view changes from dark to an illuminated landscape.",1380,1464,30,60.0,1800
mWt1NXVH67o,mWt1NXVH67o_0,"An individual sits focused on a laptop inside a dimly lit airplane cabin. The person consistently types on the laptop, while the cabin environment remains unchanged.",30,304,30,60.0,1800
mWt1NXVH67o,mWt1NXVH67o_1,"A nighttime flight in a commercial airplane cabin. The man shifts his posture, looks out at ground lights, and then resumes using his laptop.",501,678,30,60.0,1800
mWt1NXVH67o,mWt1NXVH67o_2,"A calm airplane cabin scene with passengers seated in subdued lighting. A passenger reclines and shifts slightly, another passenger moves their arm, and an item appears and disappears from the tray table.",765,957,30,60.0,1800
YSx2s0dbays,YSx2s0dbays_1,"A tranquil town square with varied architecture on an overcast day. A vehicle drives across the square from right to left, then exits the scene.",186,1958,30,73.9,2217
wdSTZy3f9b0,wdSTZy3f9b0_1,"A tranquil outdoor scene with a dirt path and lush greenery. The path leads toward the water, while the sky appears slightly brighter at one point.",173,1139,30,45.4,1362
5ICT-qY356c,5ICT-qY356c_1,A static cityscape with tall buildings under an overcast sky. No movement or changes in the buildings or structures.,186,2492,30,91.4,2742
blSEesikrPw,blSEesikrPw_3,"A calm nighttime urban scene with people gathered around a sand mound. The individuals remain seated, and the buildings stay illuminated without change.",2670,3240,30,116.8,3504
blSEesikrPw,blSEesikrPw_1,"A serene landscape with large mounds of sand or gravel and industrial buildings. The scene remains unchanged, with no movement or action observed.",513,2393,30,116.8,3504
blSEesikrPw,blSEesikrPw_2,"A serene outdoor dining area transitioning from evening to night. People are seated at tables, dining and conversing as the light shifts.",2460,2607,30,116.8,3504
CxLgIrc1xsQ,CxLgIrc1xsQ_0,An unchanging urban alleyway with cobblestones and buildings. The scene remains still with no movement or activity observed.,30,1730,30,60.67,1820
PilQIckTq-0,PilQIckTq-0_0,"A tranquil nighttime scene in a park with artificial lighting. Text overlays appear and disappear intermittently, but the background remains unchanged.",0,1920,30,64.67,1940
cU6tVjCVGvA,cU6tVjCVGvA_3,"A tranquil desert landscape with a rocky hill and distant mountains. The sun shines brightly, and the sparse vegetation remains unchanged.",2196,3477,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_4,"A static scene featuring a large eroded hillside structure with surrounding rocks and a clear sky. No changes occur in the landscape or objects, and the built-up area remains constant.",3546,4059,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_5,"A desolate night landscape with a full moon. The moon remains stationary, and the scene shows no movement or change.",4119,5074,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_12,"A dimly lit ritualistic environment with alcoves and flickering flames. A figure briefly leaves the central alcove, then returns; two figures interact within the alcove.",9996,10587,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_6,"A static scene of dry, rocky terrain with distinct rock formations. There is no movement or change in the rocks, vegetation, or lighting.",5142,6214,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_7,"An expansive cavern with rugged walls illuminated by artificial lights. A red illuminated dot appears on the right side, while the cavern remains unchanged.",6279,6496,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_8,"A dimly lit underground tunnel with alcoves and rough walls. The light spots remain constant, and the scattered rocks on the floor do not change.",6561,7589,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_10,"A dimly lit cave with illuminated alcoves and a sandy floor. A person enters, moves toward an alcove, and eventually disappears from view.",8913,9222,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_9,"A dimly lit cave interior with rough walls and openings. The reddish-orange light remains constant, and there are no movements or changes in the cave environment.",7674,8849,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_11,"Two individuals interact in a dimly lit cave. One person crouches to examine something on the ground while the other stands mostly still, occasionally shifting their stance.",9303,9821,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_1,"A barren desert landscape under a clear sky with a setting or rising sun. Red shapes intermittently appear and disappear, while text overlays emerge and vanish in the middle of the frame.",174,1088,30,360.2,10806
cU6tVjCVGvA,cU6tVjCVGvA_2,"A static night landscape illuminated by a bright moon. The moon remains constant in the sky, and the terrain shows no movement or change.",1152,2116,30,360.2,10806
I6CbGuHoSs0,I6CbGuHoSs0_0,"A lively indoor party with a festive atmosphere. Attendees raise their arms, interact, and shift positions within the crowd.",519,627,30,68.3,2049
lcAUNwKtjv0,lcAUNwKtjv0_1,"A city street under an overcast sky with parked vehicles and tall buildings. A new white car parks on the right, and a pedestrian walks away from the camera.",171,1588,30,60.27,1808
hie6nYgW348,hie6nYgW348_3,"A large building with a dome and a cross against a cloudy sky. The building, landscape, and sky remain unchanged.",3363,4708,30,164.3,4929
hie6nYgW348,hie6nYgW348_1,A static landscape featuring a central domed structure in a dry setting. No movement or changes occur in the scene.,174,1788,30,164.3,4929
hie6nYgW348,hie6nYgW348_2,A tranquil outdoor scene featuring a historic building and a courtyard. There are no noticeable movements or changes in the scene.,1851,3298,30,164.3,4929
7LNJzl6ZPTY,7LNJzl6ZPTY_0,A serene coastal scene at sunset with a distorted perspective. A solitary figure stands still by a curved wooden structure; the shoreline and background remain unchanged.,30,1716,30,59.07,1772
mae77EiiCag,mae77EiiCag_0,"A lively outdoor public space filled with people and classical architecture. Individuals walk along the walkway, with a prominent person in a red top moving closer to the camera, while the crowd gradually increases.",0,1619,30,54.0,1620
Y_0w-flPFRA,Y_0w-flPFRA_1,"A vibrant outdoor fair or market filled with colorful flags and stalls. People walk, converse, and browse the stalls while vendors attend to their booths.",174,905,30,37.47,1124
ilJtojB4XzU,ilJtojB4XzU_0,A calm street scene at dusk with modern and traditional buildings. A white vehicle remains parked on the side of the road.,30,1919,30,66.2,1986
Yz7nCkBUg-Q,Yz7nCkBUg-Q_0,A static scenic outdoor landscape with rock formations and a water body. There are no changes or movements in the environment or objects.,0,2027,30,67.6,2028
zb7jHwv64Ig,zb7jHwv64Ig_3,"A casual dining scene in a bustling restaurant. Diners engage in conversations, and the nachos and beer remain on the table.",4740,6186,30,236.1,7083
zb7jHwv64Ig,zb7jHwv64Ig_0,A lively dining scene in a cozy bar with food and patrons. The food remains untouched while patrons shift and interact.,30,267,30,236.1,7083
zb7jHwv64Ig,zb7jHwv64Ig_1,"A social scene in a bar or pub with a countertop and patrons. A person interacts with a bowl of snacks, while others engage in conversation; the bowl's contents remain unchanged.",333,2166,30,236.1,7083
zb7jHwv64Ig,zb7jHwv64Ig_2,"A lively bar scene with patrons engaged in conversation. The bartender prepares drinks, patrons shift positions while interacting.",2295,4680,30,236.1,7083
ObmxYl8I-08,ObmxYl8I-08_0,"A static view through an ornate archway into a sunlit outdoor area. People remain silhouettes beyond the archway, and the debris on the ground stays undisturbed.",0,2449,30,81.67,2450
sygoBlokRro,sygoBlokRro_0,"An interior space with symmetrical arches and natural light. The environment remains unchanged, with no movement or action present.",30,1740,30,60.8,1824
Cv3YxB7qN6g,Cv3YxB7qN6g_1,"A tranquil urban landscape transitioning from dusk to night. The string lights brighten as natural light fades, and the communications tower becomes more prominent.",186,2025,30,79.17,2375
ehNSpavfVeA,ehNSpavfVeA_0,"A serene coastal scene with a sandy beach and calm sea. The beach, sea, sky, and ruins remain unchanged throughout the video.",30,1780,30,60.57,1817
uNrga_Lqx6A,uNrga_Lqx6A_1,"A tranquil rural landscape at dusk with a barren field and a traditional building. The sky's colors subtly change, and a small bird appears later in the video.",181,1710,30,65.2,1956
wJ0h9h_PCPk,wJ0h9h_PCPk_1,"A serene nighttime scene featuring a well-lit stupa and a plaza. Individuals walk and stand in the plaza, subtly changing their positions.",174,1745,30,65.47,1964
vEydgqXgCqU,vEydgqXgCqU_3,"A person interacts with a group of rabbits under a wooden structure in a garden setting. The person reaches out, pets a rabbit, and holds food while rabbits approach curiously or observe from a distance.",1311,1800,30,206.6,6198
vEydgqXgCqU,vEydgqXgCqU_4,"A man interacts with a group of rabbits under a wooden shelter in an outdoor setting. The man holds a rabbit, some rabbits move around and explore, while one looks up at him.",3987,4056,30,206.6,6198
vEydgqXgCqU,vEydgqXgCqU_5,"A person interacts with rabbits under a wooden structure in a rural setting. The person adjusts their grip on a rabbit, while other rabbits move and change positions.",4116,4212,30,206.6,6198
vEydgqXgCqU,vEydgqXgCqU_6,"A person interacts with a group of rabbits under a wooden shelter. The person extends and retracts their arm towards the rabbits, while some rabbits remain still and others adjust their positions. One rabbit approaches the shelter's edge, showing curiosity.",4278,4617,30,206.6,6198
vEydgqXgCqU,vEydgqXgCqU_7,"A person interacts with a group of rabbits under a wooden shelter in a natural setting. The person crouches and extends their hand towards the rabbits, which respond by orienting towards the hand and adjusting their positions.",4725,4803,30,206.6,6198
vEydgqXgCqU,vEydgqXgCqU_8,"A person interacts gently with a group of rabbits under a wooden structure in a park. The person crouches down and extends their hand towards the rabbits, some of which respond with curiosity while others remain relaxed; one rabbit is touched or fed by the person.",4935,5250,30,206.6,6198
